participant_id,task,stimuli_number,trial_number,layout,orientation,correct,response,duration,time_when
60fcd954f5ff1656599b53c9,compare_length,72,9,horizontal,horizontal,1,1,2413.1,50:44.4
67d95b52be97905a048845c7,compare_length,53,9,vertical,horizontal,1,2,3059.6,50:34.1
67f2cc226edbc1557a94e6ca,compare_height,-999,5,horizontal,vertical,1,2,817,50:43.7
67022b62378fdf9d7675d86d,compare_height,-999,14,vertical,horizontal,1,2,1308,49:32.6
5bf3150128e0b90001cabeaa,compare_index,-999,32,horizontal,vertical,1,2,1857.6,50:45.8
677c4503a1918a39cb7b88dd,compare_height,41,17,vertical,vertical,1,1,517.6,50:45.7
5e1425286e4db6a631634ab3,compare_index,93,28,horizontal,horizontal,0,1,498.1,50:46.5
616964223dcbf0aa539dbae2,compare_length,82,10,horizontal,vertical,1,1,1650.6,50:46.5
67e9a96cd85906aeb1172530,compare_height,20,26,vertical,horizontal,1,2,896,50:46.0
6110a371c00388d587922ff1,compare_height,94,6,horizontal,horizontal,1,2,802.3,50:48.9
674f22af21d6a0d92c657422,compare_height,46,0,horizontal,horizontal,1,1,1834,50:45.3
67f2cc226edbc1557a94e6ca,compare_height,2,6,horizontal,vertical,1,1,604.8,50:45.2
5dda154216d10c98f29d411f,compare_index,101,22,vertical,vertical,1,1,1213.7,48:41.1
5e1425286e4db6a631634ab3,compare_index,47,8,vertical,vertical,1,2,800.7,48:43.9
677c4503a1918a39cb7b88dd,compare_height,31,29,horizontal,vertical,0,1,580.2,48:43.9
60c6cd8bacdf5d1f27924048,compare_length,32,9,vertical,vertical,1,1,831.5,48:58.3
6110a371c00388d587922ff1,compare_height,61,0,vertical,vertical,0,1,1650.9,48:46.2
674f22af21d6a0d92c657422,compare_height,8,20,vertical,horizontal,1,1,1751.9,48:42.9
67d95b52be97905a048845c7,compare_length,10,28,horizontal,horizontal,0,2,888.7,48:33.4
60fcd954f5ff1656599b53c9,compare_length,35,26,vertical,vertical,1,1,1637,48:43.9
616964223dcbf0aa539dbae2,compare_length,39,24,vertical,horizontal,1,2,1089.6,48:45.0
5e1425286e4db6a631634ab3,compare_index,42,9,vertical,vertical,1,2,870.7,48:45.6
67022b62378fdf9d7675d86d,compare_height,71,16,horizontal,horizontal,1,1,1418.6,47:32.2
677c4503a1918a39cb7b88dd,compare_height,18,30,horizontal,vertical,1,2,491.5,48:45.2
6110a371c00388d587922ff1,compare_height,52,1,vertical,vertical,0,1,711.3,48:47.7
5dda154216d10c98f29d411f,compare_index,-999,23,vertical,vertical,1,1,1688.3,48:43.6
60c6cd8bacdf5d1f27924048,compare_length,50,10,vertical,vertical,0,2,1082.5,49:00.2
67d95b52be97905a048845c7,compare_length,3,29,horizontal,horizontal,0,2,612.9,48:34.8
677c4503a1918a39cb7b88dd,compare_height,22,31,horizontal,vertical,1,2,557,48:46.6
67022b62378fdf9d7675d86d,compare_height,80,17,horizontal,horizontal,1,2,924.2,47:34.0
674f22af21d6a0d92c657422,compare_height,10,21,vertical,horizontal,1,1,1697.7,48:45.5
5dda154216d10c98f29d411f,compare_index,113,24,vertical,vertical,1,1,516.4,48:45.0
6110a371c00388d587922ff1,compare_height,39,2,vertical,vertical,1,1,751,48:49.3
616964223dcbf0aa539dbae2,compare_length,59,25,vertical,horizontal,1,1,1544.3,48:47.4
67757553ccb7cd2a4385b679,compare_length,79,0,horizontal,vertical,1,2,1122.9,48:47.5
67d95b52be97905a048845c7,compare_length,27,30,horizontal,horizontal,1,1,964.9,48:36.7
677c4503a1918a39cb7b88dd,compare_height,-999,32,horizontal,vertical,0,1,494.1,48:47.9
5e1425286e4db6a631634ab3,compare_index,35,11,vertical,vertical,1,1,683.7,48:49.0
674f22af21d6a0d92c657422,compare_height,21,22,vertical,horizontal,1,2,983.5,48:47.3
60fcd954f5ff1656599b53c9,compare_length,63,27,vertical,vertical,1,2,3170.1,48:47.9
67022b62378fdf9d7675d86d,compare_height,70,18,horizontal,horizontal,1,1,1324.1,47:36.1
616964223dcbf0aa539dbae2,compare_length,57,26,vertical,horizontal,1,1,1217,48:49.5
677c4503a1918a39cb7b88dd,compare_height,26,33,horizontal,vertical,1,2,489.7,48:49.2
67757553ccb7cd2a4385b679,compare_length,75,1,horizontal,vertical,1,1,986.1999999,48:49.3
6110a371c00388d587922ff1,compare_height,50,3,vertical,vertical,1,2,1572.5,48:51.7
67d95b52be97905a048845c7,compare_length,15,31,horizontal,horizontal,1,2,998.9,48:38.5
5dda154216d10c98f29d411f,compare_index,109,25,vertical,vertical,1,2,1847.2,48:47.6
5e1425286e4db6a631634ab3,compare_index,39,12,vertical,vertical,1,1,646.8,48:50.5
60c6cd8bacdf5d1f27924048,compare_length,63,12,vertical,vertical,1,2,1167.3,49:04.3
674f22af21d6a0d92c657422,compare_height,-999,23,vertical,horizontal,1,1,979.5,48:49.1
677c4503a1918a39cb7b88dd,compare_height,2,34,horizontal,vertical,1,1,551.4,48:50.6
67022b62378fdf9d7675d86d,compare_height,89,19,horizontal,horizontal,1,2,1039.1,47:38.0
616964223dcbf0aa539dbae2,compare_length,63,27,vertical,horizontal,1,2,795.0999999,48:51.1
67757553ccb7cd2a4385b679,compare_length,86,2,horizontal,vertical,1,2,878.8,48:51.0
6110a371c00388d587922ff1,compare_height,49,9,vertical,vertical,1,2,1482.3,49:04.3
67022b62378fdf9d7675d86d,compare_height,94,24,horizontal,horizontal,1,2,1580,47:49.3
5dda154216d10c98f29d411f,compare_index,-999,32,vertical,vertical,1,1,663.9,49:00.3
67d95b52be97905a048845c7,compare_length,28,33,horizontal,horizontal,0,1,2360.3,48:43.6
60c6cd8bacdf5d1f27924048,compare_length,45,15,vertical,vertical,1,2,888.5,49:09.4
5dda154216d10c98f29d411f,compare_index,106,28,vertical,vertical,1,2,1119.6,48:53.0
6110a371c00388d587922ff1,compare_height,55,6,vertical,vertical,0,1,1217.6,48:57.4
67757553ccb7cd2a4385b679,compare_length,70,4,horizontal,vertical,1,2,1155.8,48:55.3
60fcd954f5ff1656599b53c9,compare_length,58,29,vertical,vertical,1,1,2777,48:54.6
67022b62378fdf9d7675d86d,compare_height,72,21,horizontal,horizontal,1,1,1822.8,47:42.8
674f22af21d6a0d92c657422,compare_height,15,26,vertical,horizontal,1,1,904.1,48:54.5
616964223dcbf0aa539dbae2,compare_length,43,29,vertical,horizontal,1,1,2055.5,48:56.5
5e1425286e4db6a631634ab3,compare_index,61,16,vertical,vertical,1,2,913.2,48:57.1
60c6cd8bacdf5d1f27924048,compare_length,33,16,vertical,vertical,1,1,827.5,49:11.0
5dda154216d10c98f29d411f,compare_index,118,29,vertical,vertical,1,1,1046.9,48:54.9
67d95b52be97905a048845c7,compare_length,1,34,horizontal,horizontal,1,1,1428.2,48:45.9
67757553ccb7cd2a4385b679,compare_length,-999,5,horizontal,vertical,1,1,1086.1,48:57.2
60fcd954f5ff1656599b53c9,compare_length,41,30,vertical,vertical,1,1,1232.9,48:56.7
6110a371c00388d587922ff1,compare_height,59,7,vertical,vertical,1,2,1707.1,48:59.9
67022b62378fdf9d7675d86d,compare_height,91,22,horizontal,horizontal,1,2,1339,47:45.0
60c6cd8bacdf5d1f27924048,compare_length,52,17,vertical,vertical,1,2,832.4000001,49:12.7
674f22af21d6a0d92c657422,compare_height,27,27,vertical,horizontal,0,1,1583.7,48:57.0
5e1425286e4db6a631634ab3,compare_index,60,17,vertical,vertical,1,2,1142.5,48:59.0
616964223dcbf0aa539dbae2,compare_length,47,30,vertical,horizontal,1,2,1444.7,48:58.8
5dda154216d10c98f29d411f,compare_index,100,30,vertical,vertical,1,1,888.9,48:56.6
67757553ccb7cd2a4385b679,compare_length,69,6,horizontal,vertical,1,2,1231,48:59.3
67022b62378fdf9d7675d86d,compare_height,-999,23,horizontal,horizontal,1,1,1098.9,47:46.9
6110a371c00388d587922ff1,compare_height,40,8,vertical,vertical,1,1,1261.7,49:02.0
60fcd954f5ff1656599b53c9,compare_length,43,31,vertical,vertical,1,1,1561.7,48:59.1
60c6cd8bacdf5d1f27924048,compare_length,62,18,vertical,vertical,1,2,812.5999999,49:14.3
616964223dcbf0aa539dbae2,compare_length,56,31,vertical,horizontal,1,1,1231.9,49:00.9
674f22af21d6a0d92c657422,compare_height,28,28,vertical,horizontal,1,2,1623.9,48:59.4
5dda154216d10c98f29d411f,compare_index,105,31,vertical,vertical,1,2,1407.6,48:58.8
67d95b52be97905a048845c7,compare_length,19,35,horizontal,horizontal,1,1,3136.4,48:49.9
67757553ccb7cd2a4385b679,compare_length,80,7,horizontal,vertical,1,1,982.1,49:01.1
60c6cd8bacdf5d1f27924048,compare_length,57,19,vertical,vertical,1,1,846.2000003,49:16.0
5e1425286e4db6a631634ab3,compare_index,44,18,vertical,vertical,1,2,2429.8,49:02.3
60fcd954f5ff1656599b53c9,compare_length,-999,32,vertical,vertical,1,2,937.8000001,49:00.9
616964223dcbf0aa539dbae2,compare_length,-999,32,vertical,horizontal,1,2,1037.9,49:02.8
67cf641ea8d0de4b9a381a8a,compare_length,36,0,horizontal,vertical,1,2,1554.5,49:02.2
674f22af21d6a0d92c657422,compare_height,7,29,vertical,horizontal,1,1,1257.5,49:01.5
67757553ccb7cd2a4385b679,compare_length,82,8,horizontal,vertical,1,1,1496.8,49:03.4
60c6cd8bacdf5d1f27924048,compare_length,37,20,vertical,vertical,1,2,1032,49:17.9
5e1425286e4db6a631634ab3,compare_index,49,19,vertical,vertical,1,1,1184.7,49:04.3
6110a371c00388d587922ff1,compare_height,41,10,vertical,vertical,1,1,707.0999999,49:05.9
5dda154216d10c98f29d411f,compare_index,98,33,vertical,vertical,1,1,1001.5,49:02.1
60fcd954f5ff1656599b53c9,compare_length,34,33,vertical,vertical,1,1,1814.2,49:03.5
67022b62378fdf9d7675d86d,compare_height,76,25,horizontal,horizontal,1,1,1660.7,47:51.8
674f22af21d6a0d92c657422,compare_height,26,30,vertical,horizontal,1,2,931.5,49:03.3
67cf641ea8d0de4b9a381a8a,compare_length,54,1,horizontal,vertical,1,2,2215.5,49:05.3
616964223dcbf0aa539dbae2,compare_length,53,33,vertical,horizontal,1,2,1442.9,49:05.1
5e1425286e4db6a631634ab3,compare_index,38,20,vertical,vertical,1,1,828,49:06.0
67757553ccb7cd2a4385b679,compare_length,65,9,horizontal,vertical,1,1,1033.2,49:05.3
674f22af21d6a0d92c657422,compare_height,1,31,vertical,horizontal,1,1,658.6,49:04.8
5dda154216d10c98f29d411f,compare_index,104,34,vertical,vertical,1,2,1141.5,49:04.1
67cf641ea8d0de4b9a381a8a,compare_length,47,2,horizontal,vertical,1,2,830.5,49:07.0
5e1425286e4db6a631634ab3,compare_index,36,21,vertical,vertical,1,1,742.9,49:07.5
60c6cd8bacdf5d1f27924048,compare_length,40,22,vertical,vertical,1,1,761.0999999,49:21.3
616964223dcbf0aa539dbae2,compare_length,60,34,vertical,horizontal,1,2,1265.8,49:07.3
60fcd954f5ff1656599b53c9,compare_length,38,34,vertical,vertical,1,2,2256.6,49:06.6
67757553ccb7cd2a4385b679,compare_length,83,10,horizontal,vertical,1,1,1428.2,49:07.5
674f22af21d6a0d92c657422,compare_height,-999,32,vertical,horizontal,1,1,736.9,49:06.3
5dda154216d10c98f29d411f,compare_index,111,35,vertical,vertical,1,2,793,49:05.7
6110a371c00388d587922ff1,compare_height,32,12,vertical,vertical,1,1,868.5,49:10.3
5e1425286e4db6a631634ab3,compare_index,63,22,vertical,vertical,1,2,589.4,49:09.0
60c6cd8bacdf5d1f27924048,compare_length,-999,23,vertical,vertical,1,2,719.3999996,49:22.9
616964223dcbf0aa539dbae2,compare_length,42,35,vertical,horizontal,1,1,1199.4,49:09.3
67cf641ea8d0de4b9a381a8a,compare_length,59,3,horizontal,vertical,1,1,1824,49:09.6
674f22af21d6a0d92c657422,compare_height,18,33,vertical,horizontal,1,2,943.1,49:08.1
60fcd954f5ff1656599b53c9,compare_length,56,35,vertical,vertical,1,1,1537.9,49:09.0
5e1425286e4db6a631634ab3,compare_index,-999,23,vertical,vertical,1,2,697.4,49:10.5
67022b62378fdf9d7675d86d,compare_height,79,27,horizontal,horizontal,1,1,2139.5,47:57.1
6110a371c00388d587922ff1,compare_height,56,13,vertical,vertical,0,1,975,49:12.1
60c6cd8bacdf5d1f27924048,compare_length,42,24,vertical,vertical,1,1,750.5,49:24.4
67757553ccb7cd2a4385b679,compare_length,90,11,horizontal,vertical,0,2,1674.2,49:10.0
5e1425286e4db6a631634ab3,compare_index,32,24,vertical,vertical,1,1,672.6,49:12.0
6110a371c00388d587922ff1,compare_height,-999,14,vertical,vertical,1,1,792.9000001,49:13.8
60c6cd8bacdf5d1f27924048,compare_length,39,25,vertical,vertical,1,2,995.3000002,49:26.3
67757553ccb7cd2a4385b679,compare_length,94,12,horizontal,vertical,1,2,1336.9,49:12.2
67cf641ea8d0de4b9a381a8a,compare_length,-999,5,horizontal,vertical,1,1,870.6,49:13.3
67022b62378fdf9d7675d86d,compare_height,86,28,horizontal,horizontal,1,2,2091,48:00.0
5e1425286e4db6a631634ab3,compare_index,54,25,vertical,vertical,1,1,940.4,49:13.7
67d8b60bfbdbf37c66424784,compare_index,9,0,horizontal,vertical,1,2,1057,49:11.1
6110a371c00388d587922ff1,compare_height,42,15,vertical,vertical,1,1,820.4,49:15.4
60c6cd8bacdf5d1f27924048,compare_length,60,26,vertical,vertical,0,1,665.4000001,49:27.8
674f22af21d6a0d92c657422,compare_height,24,35,vertical,horizontal,1,2,1597.8,49:12.4
67d8b60bfbdbf37c66424784,compare_index,29,1,horizontal,vertical,1,2,600.9,49:12.6
5e1425286e4db6a631634ab3,compare_index,55,26,vertical,vertical,1,1,662.9,49:15.2
67757553ccb7cd2a4385b679,compare_length,92,13,horizontal,vertical,1,2,1580,49:14.6
67d8b60bfbdbf37c66424784,compare_index,4,2,horizontal,vertical,1,1,716.2,49:14.2
60c6cd8bacdf5d1f27924048,compare_length,56,27,vertical,vertical,1,1,759,49:29.3
67cf641ea8d0de4b9a381a8a,compare_length,62,6,horizontal,vertical,1,2,2192.6,49:16.3
67022b62378fdf9d7675d86d,compare_height,81,29,horizontal,horizontal,1,2,2269.3,48:03.1
60c6cd8bacdf5d1f27924048,compare_length,48,21,vertical,vertical,1,1,1014.8,49:19.7
6110a371c00388d587922ff1,compare_height,48,11,vertical,vertical,0,1,1951.4,49:08.6
67022b62378fdf9d7675d86d,compare_height,75,26,horizontal,horizontal,1,1,1550,47:54.2
674f22af21d6a0d92c657422,compare_height,9,34,vertical,horizontal,1,1,1029.3,49:09.9
5bf3150128e0b90001cabeaa,compare_index,73,0,horizontal,vertical,1,2,1838.7,49:16.1
5e1425286e4db6a631634ab3,compare_index,59,27,vertical,vertical,1,2,775,49:16.8
67d8b60bfbdbf37c66424784,compare_index,10,3,horizontal,vertical,1,2,596.7,49:15.6
67757553ccb7cd2a4385b679,compare_length,-999,14,horizontal,vertical,1,1,866.4,49:16.3
60c6cd8bacdf5d1f27924048,compare_length,43,28,vertical,vertical,1,1,987,49:31.2
6110a371c00388d587922ff1,compare_height,57,16,vertical,vertical,0,1,3383.4,49:19.6
67cf641ea8d0de4b9a381a8a,compare_length,63,7,horizontal,vertical,1,2,962.8,49:18.1
5e1425286e4db6a631634ab3,compare_index,57,28,vertical,vertical,1,2,680,49:18.4
5bf3150128e0b90001cabeaa,compare_index,74,1,horizontal,vertical,1,2,1075.9,49:18.0
67d8b60bfbdbf37c66424784,compare_index,17,4,horizontal,vertical,1,1,837.6,49:17.3
67757553ccb7cd2a4385b679,compare_length,81,15,horizontal,vertical,1,1,890.1,49:18.0
67022b62378fdf9d7675d86d,compare_height,66,30,horizontal,horizontal,1,1,1373.2,48:05.3
60c6cd8bacdf5d1f27924048,compare_length,47,29,vertical,vertical,1,2,1011.2,49:33.0
6110a371c00388d587922ff1,compare_height,44,17,vertical,vertical,1,1,699.9,49:21.2
67d8b60bfbdbf37c66424784,compare_index,-999,5,horizontal,vertical,1,2,574.5,49:18.8
5e1425286e4db6a631634ab3,compare_index,46,29,vertical,vertical,1,2,1032.3,49:20.2
67022b62378fdf9d7675d86d,compare_height,85,31,horizontal,horizontal,1,2,731.3,48:06.9
67cf641ea8d0de4b9a381a8a,compare_length,60,8,horizontal,vertical,1,2,1456.9,49:20.4
67757553ccb7cd2a4385b679,compare_length,88,16,horizontal,vertical,1,1,987.3000001,49:19.9
5bf3150128e0b90001cabeaa,compare_index,66,2,horizontal,vertical,1,1,1419.4,49:20.3
60c6cd8bacdf5d1f27924048,compare_length,59,30,vertical,vertical,1,1,952.2000003,49:34.8
67d8b60bfbdbf37c66424784,compare_index,24,6,horizontal,vertical,1,2,569,49:20.2
6110a371c00388d587922ff1,compare_height,51,18,vertical,vertical,1,2,1213.1,49:23.2
5e1425286e4db6a631634ab3,compare_index,52,30,vertical,vertical,1,1,1050.5,49:22.1
67757553ccb7cd2a4385b679,compare_length,87,17,horizontal,vertical,1,2,1237,49:21.9
67022b62378fdf9d7675d86d,compare_height,-999,32,horizontal,horizontal,1,1,1739.4,48:09.4
67d8b60bfbdbf37c66424784,compare_index,22,7,horizontal,vertical,0,2,593.9,49:21.7
67104869a47a61b561900be7,compare_height,92,0,vertical,vertical,1,2,2769.2,49:22.3
67cf641ea8d0de4b9a381a8a,compare_length,42,9,horizontal,vertical,1,1,1641.4,49:22.9
60c6cd8bacdf5d1f27924048,compare_length,58,31,vertical,vertical,1,1,1149,49:36.8
6110a371c00388d587922ff1,compare_height,37,19,vertical,vertical,1,1,988.5,49:25.0
5e1425286e4db6a631634ab3,compare_index,43,31,vertical,vertical,1,2,903.1,49:23.8
5bf3150128e0b90001cabeaa,compare_index,77,3,horizontal,vertical,1,2,2343.8,49:23.4
67d8b60bfbdbf37c66424784,compare_index,11,8,horizontal,vertical,1,2,602.8,49:23.1
67757553ccb7cd2a4385b679,compare_length,91,18,horizontal,vertical,1,1,1033.5,49:23.8
60c6cd8bacdf5d1f27924048,compare_length,-999,32,vertical,vertical,1,1,615.2000003,49:38.3
67022b62378fdf9d7675d86d,compare_height,68,33,horizontal,horizontal,1,1,1163.3,48:11.4
67cf641ea8d0de4b9a381a8a,compare_length,43,10,horizontal,vertical,1,1,1320.7,49:25.0
5e1425286e4db6a631634ab3,compare_index,-999,32,vertical,vertical,1,1,631.9,49:25.3
6110a371c00388d587922ff1,compare_height,34,20,vertical,vertical,1,1,1119.9,49:27.0
67104869a47a61b561900be7,compare_height,91,1,vertical,vertical,1,2,1647.4,49:24.7
67d8b60bfbdbf37c66424784,compare_index,20,9,horizontal,vertical,1,1,592.7,49:24.6
67022b62378fdf9d7675d86d,compare_height,65,34,horizontal,horizontal,1,1,746.6,48:13.0
5e1425286e4db6a631634ab3,compare_index,45,33,vertical,vertical,1,2,762.8,49:26.9
60c6cd8bacdf5d1f27924048,compare_length,61,33,vertical,vertical,0,1,1741.6,49:40.8
67d8b60bfbdbf37c66424784,compare_index,26,10,horizontal,vertical,1,2,523.7,49:26.0
5bf3150128e0b90001cabeaa,compare_index,88,4,horizontal,vertical,1,2,2597.3,49:26.9
6110a371c00388d587922ff1,compare_height,54,21,vertical,vertical,0,1,1347.4,49:29.1
67757553ccb7cd2a4385b679,compare_length,76,19,horizontal,vertical,0,1,2296.4,49:26.9
67cf641ea8d0de4b9a381a8a,compare_length,37,11,horizontal,vertical,1,2,1957.1,49:27.8
67104869a47a61b561900be7,compare_height,95,2,vertical,vertical,1,2,2008.3,49:27.6
67022b62378fdf9d7675d86d,compare_height,95,35,horizontal,horizontal,1,2,1001.4,48:14.8
5e1425286e4db6a631634ab3,compare_index,48,34,vertical,vertical,1,1,631.6,49:28.3
67d8b60bfbdbf37c66424784,compare_index,1,11,horizontal,vertical,1,1,646.4,49:27.5
60c6cd8bacdf5d1f27924048,compare_length,51,34,vertical,vertical,1,1,1188.8,49:42.9
67757553ccb7cd2a4385b679,compare_length,73,20,horizontal,vertical,1,1,893.8,49:28.7
6110a371c00388d587922ff1,compare_height,38,22,vertical,vertical,1,1,1107.6,49:31.1
67cf641ea8d0de4b9a381a8a,compare_length,46,12,horizontal,vertical,1,2,826.0999999,49:29.5
5bf3150128e0b90001cabeaa,compare_index,-999,5,horizontal,vertical,1,1,1769.1,49:29.5
5e1425286e4db6a631634ab3,compare_index,40,35,vertical,vertical,1,2,885.7,49:30.0
67d8b60bfbdbf37c66424784,compare_index,2,12,horizontal,vertical,1,1,880.4,49:29.2
67104869a47a61b561900be7,compare_height,78,3,vertical,vertical,1,1,1451.2,49:29.9
6110a371c00388d587922ff1,compare_height,-999,23,vertical,vertical,1,1,823.4,49:32.7
60c6cd8bacdf5d1f27924048,compare_length,34,35,vertical,vertical,1,1,1243,49:44.9
67757553ccb7cd2a4385b679,compare_length,74,21,horizontal,vertical,1,1,1371.9,49:30.9
67cf641ea8d0de4b9a381a8a,compare_length,57,13,horizontal,vertical,1,1,1420.5,49:31.7
5bf3150128e0b90001cabeaa,compare_index,78,6,horizontal,vertical,1,2,1221,49:31.5
67d8b60bfbdbf37c66424784,compare_index,28,13,horizontal,vertical,1,2,748.8,49:30.8
6110a371c00388d587922ff1,compare_height,36,24,vertical,vertical,1,1,709.9,49:34.2
67cf641ea8d0de4b9a381a8a,compare_length,-999,14,horizontal,vertical,1,1,1122.8,49:33.7
67d8b60bfbdbf37c66424784,compare_index,-999,14,horizontal,vertical,1,1,864.1,49:32.6
67104869a47a61b561900be7,compare_height,80,4,vertical,vertical,1,2,2504,49:33.2
67757553ccb7cd2a4385b679,compare_length,84,22,horizontal,vertical,1,2,1461.9,49:33.2
5bf3150128e0b90001cabeaa,compare_index,83,7,horizontal,vertical,1,1,2584.7,49:34.9
67d8b60bfbdbf37c66424784,compare_index,16,15,horizontal,vertical,1,1,894,49:34.3
67757553ccb7cd2a4385b679,compare_length,-999,23,horizontal,vertical,1,2,1023.1,49:35.0
6110a371c00388d587922ff1,compare_height,35,25,vertical,vertical,1,1,2271.4,49:37.4
67cf641ea8d0de4b9a381a8a,compare_length,50,15,horizontal,vertical,1,1,1354.9,49:35.9
67d8b60bfbdbf37c66424784,compare_index,8,16,horizontal,vertical,1,2,779.4,49:36.0
67757553ccb7cd2a4385b679,compare_length,78,24,horizontal,vertical,1,2,1026.8,49:36.9
67cf641ea8d0de4b9a381a8a,compare_length,32,16,horizontal,vertical,1,1,955.6,49:37.7
5bf3150128e0b90001cabeaa,compare_index,85,8,horizontal,vertical,1,1,1709.5,49:37.5
67104869a47a61b561900be7,compare_height,90,6,vertical,vertical,1,2,2042.1,49:38.0
65c017a404cde4687fdad22e,compare_index,77,0,horizontal,horizontal,1,2,1939.1,49:38.3
6110a371c00388d587922ff1,compare_height,46,26,vertical,vertical,1,1,2483.2,49:40.7
67d8b60bfbdbf37c66424784,compare_index,25,17,horizontal,vertical,1,2,1173.5,49:38.0
67104869a47a61b561900be7,compare_height,-999,5,vertical,vertical,1,1,1130.7,49:35.1
65c017a404cde4687fdad22e,compare_index,92,1,horizontal,horizontal,1,2,1017.1,49:40.2
67d8b60bfbdbf37c66424784,compare_index,13,18,horizontal,vertical,1,2,921.7,49:39.8
67cf641ea8d0de4b9a381a8a,compare_length,58,17,horizontal,vertical,1,1,2741.9,49:41.2
6110a371c00388d587922ff1,compare_height,60,27,vertical,vertical,1,2,1493.9,49:43.0
67104869a47a61b561900be7,compare_height,88,7,vertical,vertical,1,2,1974.3,49:40.8
67757553ccb7cd2a4385b679,compare_length,71,26,horizontal,vertical,1,2,1187.5,49:41.4
5bf3150128e0b90001cabeaa,compare_index,65,10,horizontal,vertical,1,1,1357.7,49:41.8
67d8b60bfbdbf37c66424784,compare_index,31,19,horizontal,vertical,1,2,505.2,49:41.2
65c017a404cde4687fdad22e,compare_index,95,2,horizontal,horizontal,1,2,922.3,49:41.9
67f058dce683a97f0d5b13b4,compare_index,77,0,horizontal,horizontal,1,2,416.2,49:41.9
6110a371c00388d587922ff1,compare_height,43,28,vertical,vertical,1,1,1102.7,49:44.9
67d8b60bfbdbf37c66424784,compare_index,21,20,horizontal,vertical,1,1,555.1,49:42.6
67757553ccb7cd2a4385b679,compare_length,66,27,horizontal,vertical,1,1,955.9,49:43.2
67cf641ea8d0de4b9a381a8a,compare_length,38,18,horizontal,vertical,1,2,1833.3,49:43.9
65c017a404cde4687fdad22e,compare_index,80,3,horizontal,horizontal,1,1,863.5,49:43.6
67f058dce683a97f0d5b13b4,compare_index,87,1,horizontal,horizontal,0,2,638.3,49:43.4
5bf3150128e0b90001cabeaa,compare_index,81,11,horizontal,vertical,1,1,1504.6,49:44.1
67104869a47a61b561900be7,compare_height,81,8,vertical,vertical,0,1,2593.2,49:44.2
67d8b60bfbdbf37c66424784,compare_index,30,21,horizontal,vertical,1,2,593.3,49:44.1
6110a371c00388d587922ff1,compare_height,63,29,vertical,vertical,1,2,1238.6,49:47.0
67f058dce683a97f0d5b13b4,compare_index,65,2,horizontal,horizontal,1,1,384.9,49:44.6
67757553ccb7cd2a4385b679,compare_length,72,28,horizontal,vertical,1,1,964,49:45.0
65c017a404cde4687fdad22e,compare_index,74,4,horizontal,horizontal,1,2,694.2,49:45.1
67cf641ea8d0de4b9a381a8a,compare_length,49,19,horizontal,vertical,1,1,1586.7,49:46.3
67f058dce683a97f0d5b13b4,compare_index,84,3,horizontal,horizontal,1,1,339,49:45.8
67d8b60bfbdbf37c66424784,compare_index,12,22,horizontal,vertical,0,1,940.3,49:45.9
65c017a404cde4687fdad22e,compare_index,-999,5,horizontal,horizontal,1,1,591.9000001,49:46.5
5bf3150128e0b90001cabeaa,compare_index,92,12,horizontal,vertical,1,2,1901.5,49:46.8
67104869a47a61b561900be7,compare_height,85,9,vertical,vertical,1,2,1564.5,49:46.6
67757553ccb7cd2a4385b679,compare_length,67,29,horizontal,vertical,1,1,1246.2,49:47.1
6110a371c00388d587922ff1,compare_height,62,30,vertical,vertical,1,2,1669.3,49:49.5
67f058dce683a97f0d5b13b4,compare_index,66,4,horizontal,horizontal,1,1,393.4,49:47.1
67d8b60bfbdbf37c66424784,compare_index,-999,23,horizontal,vertical,1,2,709.5,49:47.5
65c017a404cde4687fdad22e,compare_index,69,6,horizontal,horizontal,1,1,762.3,49:48.1
67cf641ea8d0de4b9a381a8a,compare_length,35,20,horizontal,vertical,1,1,1534.9,49:48.7
67f058dce683a97f0d5b13b4,compare_index,-999,5,horizontal,horizontal,1,1,430.2,49:48.3
67104869a47a61b561900be7,compare_height,93,10,vertical,vertical,1,2,1512.1,49:48.9
6110a371c00388d587922ff1,compare_height,45,31,vertical,vertical,1,1,835.9,49:51.2
67757553ccb7cd2a4385b679,compare_length,85,30,horizontal,vertical,1,2,1054.8,49:48.9
65c017a404cde4687fdad22e,compare_index,94,7,horizontal,horizontal,1,2,642.9000001,49:49.6
67d8b60bfbdbf37c66424784,compare_index,5,24,horizontal,vertical,0,2,728.3,49:49.1
67f058dce683a97f0d5b13b4,compare_index,70,6,horizontal,horizontal,1,1,582.4,49:49.8
67cf641ea8d0de4b9a381a8a,compare_length,39,21,horizontal,vertical,1,2,1178.6,49:50.7
6110a371c00388d587922ff1,compare_height,-999,32,vertical,vertical,0,1,1004.5,49:53.0
67757553ccb7cd2a4385b679,compare_length,68,31,horizontal,vertical,0,1,1212.4,49:51.0
65c017a404cde4687fdad22e,compare_index,66,8,horizontal,horizontal,1,1,836,49:51.3
67d8b60bfbdbf37c66424784,compare_index,23,25,horizontal,vertical,0,2,728.3,49:50.7
67f058dce683a97f0d5b13b4,compare_index,86,7,horizontal,horizontal,1,1,488.6,49:51.1
67104869a47a61b561900be7,compare_height,82,11,vertical,vertical,0,1,2420.6,49:52.2
67f058dce683a97f0d5b13b4,compare_index,71,8,horizontal,horizontal,0,2,327.8,49:52.3
